,type,boundary_center_x,boundary_center_y,height,width
466,NILM-intermediate& Superficial,16567.5,15836.0,240,269
467,NILM-intermediate& Superficial,18079.5,15585.5,261,273
468,NILM-intermediate& Superficial,12870.0,14846.5,245,384
469,NILM-intermediate& Superficial,21711.0,17221.5,359,420
470,NILM-intermediate& Superficial,18093.5,18896.5,257,319
471,NILM-intermediate& Superficial,16563.0,17403.0,224,212
472,NILM-intermediate& Superficial,15810.0,16546.5,257,208
473,NILM-intermediate& Superficial,14696.5,15662.5,245,265
474,NILM-intermediate& Superficial,16457.0,12492.0,228,220
475,NILM-intermediate& Superficial,16580.0,12904.0,294,294
476,NILM-intermediate& Superficial,16155.0,12867.5,261,228
477,NILM-intermediate& Superficial,19271.0,12710.0,314,322
478,NILM-intermediate& Superficial,19703.5,13214.5,351,339
479,NILM-Inflammatory cells,19362.5,13338.5,339,253
480,NILM-Inflammatory cells,16938.5,14834.0,196,237
481,NILM-intermediate& Superficial,22927.5,14842.0,310,265
482,NILM-intermediate& Superficial,20473.0,11627.0,326,286
483,NILM-intermediate& Superficial,20731.5,11108.5,335,355
484,NILM-intermediate& Superficial,25673.5,12918.0,216,249
485,NILM-intermediate& Superficial,26110.5,13430.5,293,331
486,NILM-intermediate& Superficial,27773.0,16217.5,367,326
487,NILM-intermediate& Superficial,26573.0,16405.5,261,204
488,NILM-intermediate& Superficial,33466.0,11298.0,322,302
489,NILM-intermediate& Superficial,33000.5,13336.5,335,327
490,NILM-intermediate& Superficial,32535.5,10598.0,302,319
491,NILM-intermediate& Superficial,32125.5,10149.5,237,421
492,NILM-intermediate& Superficial,38710.5,7764.5,425,273
493,NILM-intermediate& Superficial,38221.0,8644.0,322,404
494,NILM-intermediate& Superficial,38214.5,9227.0,298,277
495,NILM-intermediate& Superficial,42391.0,6866.5,343,306
496,NILM-intermediate& Superficial,45207.0,6136.5,237,282
497,NILM-intermediate& Superficial,38151.5,6197.5,245,347
498,NILM-intermediate& Superficial,41138.5,10503.0,400,265
499,NILM-intermediate& Superficial,40989.5,8507.0,270,277
500,NILM-intermediate& Superficial,40147.0,8095.0,334,290
501,NILM-intermediate& Superficial,45906.5,10172.0,334,367
502,NILM-intermediate& Superficial,45650.0,8992.5,343,400
503,NILM-intermediate& Superficial,39500.5,3100.0,514,367
504,NILM-intermediate& Superficial,38776.5,3545.0,204,315
505,NILM-intermediate& Superficial,36005.5,2469.5,273,233
506,NILM-intermediate& Superficial,35460.5,1259.0,302,351
507,NILM-intermediate& Superficial,38081.0,914.5,209,294
508,NILM-intermediate& Superficial,39733.5,606.0,302,253
509,NILM-intermediate& Superficial,36958.5,2549.0,302,311
510,NILM-intermediate& Superficial,37727.5,2147.0,298,265
511,NILM-intermediate& Superficial,31727.0,4062.5,269,342
512,NILM-intermediate& Superficial,32143.0,4879.0,270,302
513,NILM-intermediate& Superficial,28987.0,6405.0,294,208
514,NILM-intermediate& Superficial,27132.0,6746.0,282,334
515,NILM-intermediate& Superficial,26544.5,6997.0,286,433
516,NILM-intermediate& Superficial,25050.5,6025.5,277,269
517,NILM-intermediate& Superficial,25918.0,3936.5,285,314
518,NILM-intermediate& Superficial,24573.0,7307.0,368,392
519,NILM-intermediate& Superficial,23267.5,6119.5,277,261
520,NILM-intermediate& Superficial,22992.0,9309.0,388,412
521,NILM-intermediate& Superficial,23312.0,11716.0,306,212
522,NILM-intermediate& Superficial,25155.0,14717.5,229,314
523,NILM-intermediate& Superficial,24610.0,12512.0,208,318
524,NILM-intermediate& Superficial,25312.0,10141.5,257,326
